
--- INICIO MONITOREO V27.3 MICRO 2026-05-14 09:25:40.329692 ---
10:03:10 | Sys:101.06G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 73, 3846 | 3, 73, 7924 | 4, 76, 7672 | 5, 65, 7714 | 6, 76, 7406 | 7, 72, 7494 |
10:03:26 | Sys:100.96G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 72, 3846 | 3, 73, 7924 | 4, 77, 7672 | 5, 66, 7714 | 6, 78, 7406 | 7, 73, 7494 |
10:03:41 | Sys:100.96G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 73, 3846 | 3, 73, 7924 | 4, 78, 7672 | 5, 67, 7714 | 6, 77, 7406 | 7, 74, 7494 |
10:03:57 | Sys:101.22G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 75, 3846 | 3, 75, 7924 | 4, 78, 7672 | 5, 67, 7714 | 6, 78, 7406 | 7, 75, 7494 |
10:04:12 | Sys:101.14G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 74, 3846 | 3, 73, 7924 | 4, 78, 7672 | 5, 67, 7714 | 6, 78, 7406 | 7, 73, 7494 |
10:04:28 | Sys:101.01G | Proc:0.89G | GPU:0, 23, 8 | 1, 24, 8 | 2, 74, 3846 | 3, 74, 7924 | 4, 78, 7672 | 5, 68, 7714 | 6, 78, 7406 | 7, 73, 7494 |
10:04:43 | Sys:101.03G | Proc:0.89G | GPU:0, 22, 8 | 1, 24, 8 | 2, 74, 3846 | 3, 74, 7924 | 4, 79, 7672 | 5, 67, 7714 | 6, 78, 7406 | 7, 74, 7494 |
10:04:59 | Sys:101.17G | Proc:0.89G | GPU:0, 23, 8 | 1, 24, 8 | 2, 73, 3846 | 3, 72, 7924 | 4, 77, 7672 | 5, 66, 7714 | 6, 76, 7406 | 7, 72, 7494 |
10:05:14 | Sys:100.94G | Proc:0.89G | GPU:0, 23, 8 | 1, 24, 8 | 2, 75, 3846 | 3, 74, 7924 | 4, 79, 7672 | 5, 67, 7714 | 6, 78, 7406 | 7, 74, 7494 |
10:05:30 | Sys:100.94G | Proc:0.89G | GPU:0, 23, 8 | 1, 24, 8 | 2, 74, 3846 | 3, 73, 7924 | 4, 79, 7672 | 5, 67, 7714 | 6, 78, 7406 | 7, 73, 7494 |
10:05:46 | Sys:101.10G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 74, 3846 | 3, 74, 7924 | 4, 79, 7672 | 5, 67, 7714 | 6, 79, 7406 | 7, 74, 7494 |
10:06:02 | Sys:101.02G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 75, 3846 | 3, 74, 7924 | 4, 78, 7672 | 5, 67, 7714 | 6, 79, 7406 | 7, 76, 7494 |
10:06:17 | Sys:101.14G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 76, 3846 | 3, 75, 7924 | 4, 79, 7672 | 5, 69, 7714 | 6, 78, 7406 | 7, 76, 7494 |
10:06:33 | Sys:101.11G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 75, 3846 | 3, 75, 7924 | 4, 78, 7672 | 5, 68, 7714 | 6, 79, 7406 | 7, 75, 7494 |
10:06:48 | Sys:101.12G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 74, 3846 | 3, 73, 7924 | 4, 79, 7672 | 5, 67, 7714 | 6, 77, 7406 | 7, 74, 7494 |
10:07:03 | Sys:100.94G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 74, 3846 | 3, 73, 7924 | 4, 79, 7672 | 5, 67, 7714 | 6, 78, 7406 | 7, 74, 7494 |
10:07:19 | Sys:101.02G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 74, 3846 | 3, 73, 7924 | 4, 79, 7672 | 5, 67, 7714 | 6, 78, 7406 | 7, 75, 7494 |
10:07:34 | Sys:101.14G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 75, 3846 | 3, 74, 7924 | 4, 79, 7672 | 5, 68, 7714 | 6, 78, 7406 | 7, 75, 7494 |
10:07:50 | Sys:101.05G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 74, 3846 | 3, 73, 7924 | 4, 78, 7672 | 5, 67, 7714 | 6, 78, 7406 | 7, 74, 7494 |
10:08:05 | Sys:100.97G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 75, 3846 | 3, 75, 7924 | 4, 79, 7672 | 5, 68, 7714 | 6, 79, 7406 | 7, 75, 7494 |
10:08:21 | Sys:101.03G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 75, 3846 | 3, 74, 7924 | 4, 79, 7672 | 5, 68, 7714 | 6, 79, 7406 | 7, 75, 7494 |
10:08:36 | Sys:100.99G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 76, 3846 | 3, 74, 7924 | 4, 79, 7672 | 5, 69, 7714 | 6, 80, 7406 | 7, 76, 7494 |
10:08:52 | Sys:101.10G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 74, 3846 | 3, 73, 7924 | 4, 78, 7672 | 5, 67, 7714 | 6, 78, 7406 | 7, 75, 7494 |
10:09:07 | Sys:101.02G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 77, 3846 | 3, 75, 7924 | 4, 80, 7672 | 5, 69, 7714 | 6, 79, 7406 | 7, 75, 7494 |
10:09:23 | Sys:101.17G | Proc:0.89G | GPU:0, 23, 8 | 1, 25, 8 | 2, 74, 3846 | 3, 73, 7924 | 4, 78, 7672 | 5, 67, 7714 | 6, 78, 7406 | 7, 75, 7494 |
