
--- INICIO PIPELINE MOSCAS 2026-03-30 17:42:26.066087 ---
01:13:09 | RAM: 58.4GB | Proc: 1.0GB
01:13:12 | RAM: 58.3GB | Proc: 1.0GB
01:13:20 | RAM: 58.3GB | Proc: 1.0GB
01:13:22 | RAM: 58.4GB | Proc: 1.0GB
01:13:30 | RAM: 58.2GB | Proc: 1.0GB
01:13:33 | RAM: 58.3GB | Proc: 1.0GB
01:13:41 | RAM: 58.2GB | Proc: 1.0GB
01:13:43 | RAM: 58.4GB | Proc: 1.0GB
01:13:51 | RAM: 58.2GB | Proc: 1.0GB
01:13:54 | RAM: 58.2GB | Proc: 1.0GB
01:14:02 | RAM: 58.4GB | Proc: 1.0GB
01:14:04 | RAM: 58.3GB | Proc: 1.0GB
01:14:13 | RAM: 58.3GB | Proc: 1.0GB
01:14:15 | RAM: 58.3GB | Proc: 1.0GB
01:14:23 | RAM: 58.3GB | Proc: 1.0GB
01:14:25 | RAM: 58.3GB | Proc: 1.0GB
01:14:33 | RAM: 58.5GB | Proc: 1.0GB
01:14:35 | RAM: 58.5GB | Proc: 1.0GB
01:14:44 | RAM: 58.3GB | Proc: 1.0GB
01:14:46 | RAM: 58.4GB | Proc: 1.0GB
01:14:54 | RAM: 58.3GB | Proc: 1.0GB
01:14:56 | RAM: 58.2GB | Proc: 1.0GB
01:15:05 | RAM: 58.2GB | Proc: 1.0GB
01:15:07 | RAM: 58.3GB | Proc: 1.0GB
01:15:15 | RAM: 58.3GB | Proc: 1.0GB
01:15:17 | RAM: 58.2GB | Proc: 1.0GB
01:15:26 | RAM: 58.3GB | Proc: 1.0GB
01:15:28 | RAM: 58.2GB | Proc: 1.0GB
01:15:36 | RAM: 58.2GB | Proc: 1.0GB
01:15:38 | RAM: 58.2GB | Proc: 1.0GB
01:15:46 | RAM: 58.2GB | Proc: 1.0GB
01:15:49 | RAM: 58.2GB | Proc: 1.0GB
01:15:57 | RAM: 58.2GB | Proc: 1.0GB
01:15:59 | RAM: 58.3GB | Proc: 1.0GB
01:16:08 | RAM: 58.2GB | Proc: 1.0GB
01:16:09 | RAM: 58.2GB | Proc: 1.0GB
01:16:18 | RAM: 58.4GB | Proc: 1.0GB
01:16:20 | RAM: 58.3GB | Proc: 1.0GB
01:16:29 | RAM: 58.3GB | Proc: 1.0GB
01:16:31 | RAM: 58.2GB | Proc: 1.0GB
01:16:39 | RAM: 58.3GB | Proc: 1.0GB
01:16:41 | RAM: 58.3GB | Proc: 1.0GB
01:16:50 | RAM: 58.2GB | Proc: 1.0GB
01:16:52 | RAM: 58.2GB | Proc: 1.0GB
01:17:00 | RAM: 58.3GB | Proc: 1.0GB
01:17:02 | RAM: 58.3GB | Proc: 1.0GB
01:17:11 | RAM: 58.1GB | Proc: 1.0GB
01:17:13 | RAM: 58.3GB | Proc: 1.0GB
01:17:21 | RAM: 58.3GB | Proc: 1.0GB
01:17:23 | RAM: 58.2GB | Proc: 1.0GB
01:17:32 | RAM: 58.3GB | Proc: 1.0GB
01:17:33 | RAM: 58.4GB | Proc: 1.0GB
01:17:43 | RAM: 58.2GB | Proc: 1.0GB
01:17:44 | RAM: 58.2GB | Proc: 1.0GB
01:17:53 | RAM: 58.4GB | Proc: 1.0GB
01:17:54 | RAM: 58.3GB | Proc: 1.0GB
01:18:04 | RAM: 58.4GB | Proc: 1.0GB
01:18:05 | RAM: 58.2GB | Proc: 1.0GB
01:18:14 | RAM: 58.2GB | Proc: 1.0GB
01:18:15 | RAM: 58.3GB | Proc: 1.0GB
01:18:25 | RAM: 58.3GB | Proc: 1.0GB
01:18:26 | RAM: 58.3GB | Proc: 1.0GB
01:18:35 | RAM: 58.2GB | Proc: 1.0GB
01:18:36 | RAM: 58.3GB | Proc: 1.0GB
01:18:46 | RAM: 58.3GB | Proc: 1.0GB
01:18:46 | RAM: 58.3GB | Proc: 1.0GB
01:18:57 | RAM: 58.2GB | Proc: 1.0GB
01:18:57 | RAM: 58.2GB | Proc: 1.0GB
01:19:07 | RAM: 58.3GB | Proc: 1.0GB
01:19:08 | RAM: 58.3GB | Proc: 1.0GB
01:19:17 | RAM: 58.3GB | Proc: 1.0GB
01:19:18 | RAM: 58.4GB | Proc: 1.0GB
01:19:28 | RAM: 58.2GB | Proc: 1.0GB
01:19:29 | RAM: 58.2GB | Proc: 1.0GB
01:19:38 | RAM: 58.3GB | Proc: 1.0GB
01:19:39 | RAM: 58.2GB | Proc: 1.0GB
01:19:49 | RAM: 58.3GB | Proc: 1.0GB
01:19:50 | RAM: 58.2GB | Proc: 1.0GB
01:19:59 | RAM: 58.2GB | Proc: 1.0GB
01:20:00 | RAM: 58.2GB | Proc: 1.0GB
01:20:10 | RAM: 58.2GB | Proc: 1.0GB
01:20:10 | RAM: 58.3GB | Proc: 1.0GB
01:20:20 | RAM: 58.3GB | Proc: 1.0GB
01:20:21 | RAM: 58.2GB | Proc: 1.0GB
01:20:31 | RAM: 58.2GB | Proc: 1.0GB
01:20:31 | RAM: 58.2GB | Proc: 1.0GB
01:20:41 | RAM: 58.2GB | Proc: 1.0GB
01:20:42 | RAM: 58.1GB | Proc: 1.0GB
01:20:51 | RAM: 58.3GB | Proc: 1.0GB
01:20:52 | RAM: 58.4GB | Proc: 1.0GB
01:21:02 | RAM: 58.3GB | Proc: 1.0GB
01:21:03 | RAM: 58.3GB | Proc: 1.0GB
01:21:12 | RAM: 58.3GB | Proc: 1.0GB
01:21:13 | RAM: 58.3GB | Proc: 1.0GB
01:21:23 | RAM: 58.2GB | Proc: 1.0GB
01:21:24 | RAM: 58.2GB | Proc: 1.0GB
01:21:33 | RAM: 58.3GB | Proc: 1.0GB
01:21:34 | RAM: 58.3GB | Proc: 1.0GB
01:21:43 | RAM: 58.4GB | Proc: 1.0GB
01:21:45 | RAM: 58.4GB | Proc: 1.0GB
01:21:54 | RAM: 58.3GB | Proc: 1.0GB
01:21:55 | RAM: 58.4GB | Proc: 1.0GB
01:22:05 | RAM: 58.3GB | Proc: 1.0GB
01:22:06 | RAM: 58.3GB | Proc: 1.0GB
01:22:15 | RAM: 58.3GB | Proc: 1.0GB
01:22:16 | RAM: 58.2GB | Proc: 1.0GB
01:22:25 | RAM: 58.4GB | Proc: 1.0GB
01:22:27 | RAM: 58.4GB | Proc: 1.0GB
01:22:36 | RAM: 58.4GB | Proc: 1.0GB
01:22:37 | RAM: 58.5GB | Proc: 1.0GB
01:22:46 | RAM: 58.3GB | Proc: 1.0GB
01:22:48 | RAM: 58.2GB | Proc: 1.0GB
01:22:57 | RAM: 58.2GB | Proc: 1.0GB
01:22:58 | RAM: 58.2GB | Proc: 1.0GB
01:23:07 | RAM: 58.3GB | Proc: 1.0GB
01:23:08 | RAM: 58.2GB | Proc: 1.0GB
01:23:18 | RAM: 58.3GB | Proc: 1.0GB
01:23:19 | RAM: 58.3GB | Proc: 1.0GB
01:23:28 | RAM: 58.4GB | Proc: 1.0GB
01:23:29 | RAM: 58.4GB | Proc: 1.0GB
01:23:39 | RAM: 58.3GB | Proc: 1.0GB
01:23:40 | RAM: 58.4GB | Proc: 1.0GB
01:23:49 | RAM: 58.4GB | Proc: 1.0GB
01:23:50 | RAM: 58.3GB | Proc: 1.0GB
01:23:59 | RAM: 58.4GB | Proc: 1.0GB
01:24:01 | RAM: 58.2GB | Proc: 1.0GB
01:24:10 | RAM: 58.2GB | Proc: 1.0GB
01:24:11 | RAM: 58.2GB | Proc: 1.0GB
01:24:20 | RAM: 58.3GB | Proc: 1.0GB
01:24:22 | RAM: 58.3GB | Proc: 1.0GB
01:24:31 | RAM: 58.2GB | Proc: 1.0GB
01:24:32 | RAM: 58.2GB | Proc: 1.0GB
01:24:41 | RAM: 58.3GB | Proc: 1.0GB
01:24:43 | RAM: 58.2GB | Proc: 1.0GB
01:24:52 | RAM: 58.2GB | Proc: 1.0GB
01:24:53 | RAM: 58.1GB | Proc: 1.0GB
01:25:02 | RAM: 58.4GB | Proc: 1.0GB
01:25:04 | RAM: 58.3GB | Proc: 1.0GB
01:25:13 | RAM: 58.2GB | Proc: 1.0GB
01:25:14 | RAM: 58.4GB | Proc: 1.0GB
01:25:23 | RAM: 58.2GB | Proc: 1.0GB
01:25:25 | RAM: 58.3GB | Proc: 1.0GB
01:25:34 | RAM: 58.4GB | Proc: 1.0GB
01:25:36 | RAM: 58.3GB | Proc: 1.0GB
01:25:44 | RAM: 58.3GB | Proc: 1.0GB
01:25:47 | RAM: 58.2GB | Proc: 1.0GB
01:25:55 | RAM: 58.2GB | Proc: 1.0GB
01:25:57 | RAM: 58.2GB | Proc: 1.0GB
01:26:05 | RAM: 58.2GB | Proc: 1.0GB
01:26:07 | RAM: 58.2GB | Proc: 1.0GB
01:26:16 | RAM: 58.3GB | Proc: 1.0GB
01:26:18 | RAM: 58.2GB | Proc: 1.0GB
01:26:26 | RAM: 58.4GB | Proc: 1.0GB
01:26:28 | RAM: 58.3GB | Proc: 1.0GB
01:26:36 | RAM: 58.2GB | Proc: 1.0GB
01:26:38 | RAM: 58.2GB | Proc: 1.0GB
01:26:47 | RAM: 58.2GB | Proc: 1.0GB
01:26:49 | RAM: 58.2GB | Proc: 1.0GB
01:26:57 | RAM: 58.3GB | Proc: 1.0GB
01:26:59 | RAM: 58.2GB | Proc: 1.0GB
01:27:07 | RAM: 58.3GB | Proc: 1.0GB
01:27:10 | RAM: 58.3GB | Proc: 1.0GB
01:27:18 | RAM: 58.2GB | Proc: 1.0GB
01:27:21 | RAM: 58.3GB | Proc: 1.0GB
01:27:28 | RAM: 58.3GB | Proc: 1.0GB
01:27:31 | RAM: 58.3GB | Proc: 1.0GB
01:27:38 | RAM: 58.4GB | Proc: 1.0GB
01:27:42 | RAM: 58.4GB | Proc: 1.0GB
01:27:49 | RAM: 58.3GB | Proc: 1.0GB
01:27:52 | RAM: 58.3GB | Proc: 1.0GB
01:27:59 | RAM: 58.2GB | Proc: 1.0GB
01:28:02 | RAM: 58.3GB | Proc: 1.0GB
01:28:10 | RAM: 58.3GB | Proc: 1.0GB
01:28:13 | RAM: 58.3GB | Proc: 1.0GB
01:28:20 | RAM: 58.3GB | Proc: 1.0GB
01:28:23 | RAM: 58.4GB | Proc: 1.0GB
01:28:31 | RAM: 58.2GB | Proc: 1.0GB
01:28:34 | RAM: 58.3GB | Proc: 1.0GB
01:28:41 | RAM: 58.4GB | Proc: 1.0GB
01:28:44 | RAM: 58.4GB | Proc: 1.0GB
01:28:52 | RAM: 58.4GB | Proc: 1.0GB
01:28:55 | RAM: 58.3GB | Proc: 1.0GB
01:29:02 | RAM: 58.3GB | Proc: 1.0GB
01:29:06 | RAM: 58.3GB | Proc: 1.0GB
01:29:12 | RAM: 58.4GB | Proc: 1.0GB
01:29:17 | RAM: 58.2GB | Proc: 1.0GB
01:29:23 | RAM: 58.4GB | Proc: 1.0GB
01:29:27 | RAM: 58.4GB | Proc: 1.0GB
01:29:33 | RAM: 58.5GB | Proc: 1.0GB
01:29:38 | RAM: 58.5GB | Proc: 1.0GB
01:29:44 | RAM: 58.2GB | Proc: 1.0GB
01:29:48 | RAM: 58.2GB | Proc: 1.0GB
01:29:54 | RAM: 58.3GB | Proc: 1.0GB
01:29:59 | RAM: 58.4GB | Proc: 1.0GB
01:30:05 | RAM: 58.3GB | Proc: 1.0GB
01:30:09 | RAM: 58.4GB | Proc: 1.0GB
01:30:15 | RAM: 58.4GB | Proc: 1.0GB
01:30:20 | RAM: 58.2GB | Proc: 1.0GB
01:30:26 | RAM: 58.3GB | Proc: 1.0GB
01:30:30 | RAM: 58.4GB | Proc: 1.0GB
01:30:36 | RAM: 58.4GB | Proc: 1.0GB
01:30:41 | RAM: 58.3GB | Proc: 1.0GB
01:30:47 | RAM: 58.3GB | Proc: 1.0GB
01:30:51 | RAM: 58.5GB | Proc: 1.0GB
01:30:58 | RAM: 58.3GB | Proc: 1.0GB
01:31:02 | RAM: 58.3GB | Proc: 1.0GB
01:31:08 | RAM: 58.4GB | Proc: 1.0GB
01:31:12 | RAM: 58.3GB | Proc: 1.0GB
01:31:19 | RAM: 58.2GB | Proc: 1.0GB
01:31:23 | RAM: 58.2GB | Proc: 1.0GB
01:31:29 | RAM: 58.3GB | Proc: 1.0GB
01:31:33 | RAM: 58.3GB | Proc: 1.0GB
01:31:40 | RAM: 58.2GB | Proc: 1.0GB
01:31:44 | RAM: 58.4GB | Proc: 1.0GB
01:31:50 | RAM: 58.3GB | Proc: 1.0GB
01:31:54 | RAM: 58.4GB | Proc: 1.0GB
01:32:00 | RAM: 58.5GB | Proc: 1.0GB
01:32:05 | RAM: 58.4GB | Proc: 1.0GB
01:32:11 | RAM: 58.3GB | Proc: 1.0GB
01:32:16 | RAM: 58.3GB | Proc: 1.0GB
01:32:21 | RAM: 58.3GB | Proc: 1.0GB
01:32:26 | RAM: 58.2GB | Proc: 1.0GB
01:32:32 | RAM: 58.3GB | Proc: 1.0GB
01:32:37 | RAM: 58.5GB | Proc: 1.0GB
01:32:42 | RAM: 58.4GB | Proc: 1.0GB
01:32:47 | RAM: 58.3GB | Proc: 1.0GB
01:32:53 | RAM: 58.4GB | Proc: 1.0GB
01:32:58 | RAM: 58.4GB | Proc: 1.0GB
01:33:04 | RAM: 58.4GB | Proc: 1.0GB
01:33:08 | RAM: 58.3GB | Proc: 1.0GB
01:33:14 | RAM: 58.4GB | Proc: 1.0GB
01:33:19 | RAM: 58.4GB | Proc: 1.0GB
01:33:25 | RAM: 58.3GB | Proc: 1.0GB
01:33:29 | RAM: 58.3GB | Proc: 1.0GB
01:33:35 | RAM: 58.3GB | Proc: 1.0GB
01:33:40 | RAM: 58.3GB | Proc: 1.0GB
01:33:46 | RAM: 58.4GB | Proc: 1.0GB
01:33:51 | RAM: 58.4GB | Proc: 1.0GB
01:33:56 | RAM: 58.3GB | Proc: 1.0GB
01:34:01 | RAM: 58.4GB | Proc: 1.0GB
01:34:06 | RAM: 58.3GB | Proc: 1.0GB
01:34:12 | RAM: 58.3GB | Proc: 1.0GB
01:34:17 | RAM: 58.3GB | Proc: 1.0GB
01:34:22 | RAM: 58.2GB | Proc: 1.0GB
01:34:28 | RAM: 58.5GB | Proc: 1.0GB
01:34:33 | RAM: 58.4GB | Proc: 1.0GB
01:34:39 | RAM: 58.4GB | Proc: 1.0GB
01:34:43 | RAM: 58.5GB | Proc: 1.0GB
01:34:49 | RAM: 58.3GB | Proc: 1.0GB
01:34:54 | RAM: 58.3GB | Proc: 1.0GB
01:35:00 | RAM: 58.2GB | Proc: 1.0GB
01:35:05 | RAM: 58.5GB | Proc: 1.0GB
01:35:11 | RAM: 58.4GB | Proc: 1.0GB
01:35:16 | RAM: 58.4GB | Proc: 1.0GB
01:35:21 | RAM: 58.4GB | Proc: 1.0GB
01:35:26 | RAM: 58.3GB | Proc: 1.0GB
01:35:32 | RAM: 58.4GB | Proc: 1.0GB
01:35:37 | RAM: 58.4GB | Proc: 1.0GB
01:35:42 | RAM: 58.3GB | Proc: 1.0GB
01:35:47 | RAM: 58.3GB | Proc: 1.0GB
01:35:52 | RAM: 58.4GB | Proc: 1.0GB
01:35:58 | RAM: 58.4GB | Proc: 1.0GB
01:36:03 | RAM: 58.3GB | Proc: 1.0GB
01:36:08 | RAM: 58.2GB | Proc: 1.0GB
01:36:14 | RAM: 58.2GB | Proc: 1.0GB
01:36:19 | RAM: 58.3GB | Proc: 1.0GB
01:36:24 | RAM: 58.4GB | Proc: 1.0GB
01:36:30 | RAM: 58.5GB | Proc: 1.0GB
01:36:35 | RAM: 58.3GB | Proc: 1.0GB
01:36:40 | RAM: 58.4GB | Proc: 1.0GB
01:36:45 | RAM: 58.5GB | Proc: 1.0GB
01:36:51 | RAM: 58.3GB | Proc: 1.0GB
01:36:56 | RAM: 58.3GB | Proc: 1.0GB
01:37:01 | RAM: 58.3GB | Proc: 1.0GB
01:37:07 | RAM: 58.3GB | Proc: 1.0GB
01:37:12 | RAM: 58.0GB | Proc: 1.0GB
01:37:17 | RAM: 58.2GB | Proc: 1.0GB
01:37:22 | RAM: 58.3GB | Proc: 1.0GB
01:37:28 | RAM: 58.2GB | Proc: 1.0GB
01:37:34 | RAM: 58.4GB | Proc: 1.0GB
01:37:38 | RAM: 58.4GB | Proc: 1.0GB
01:37:44 | RAM: 58.3GB | Proc: 1.0GB
01:37:49 | RAM: 58.2GB | Proc: 1.0GB
01:37:55 | RAM: 58.2GB | Proc: 1.0GB
01:37:59 | RAM: 58.4GB | Proc: 1.0GB
01:38:05 | RAM: 58.3GB | Proc: 1.0GB
01:38:10 | RAM: 58.4GB | Proc: 1.0GB
01:38:16 | RAM: 58.5GB | Proc: 1.0GB
01:38:20 | RAM: 58.3GB | Proc: 1.0GB
01:38:27 | RAM: 58.3GB | Proc: 1.0GB
01:38:31 | RAM: 58.2GB | Proc: 1.0GB
01:38:37 | RAM: 58.2GB | Proc: 1.0GB
01:38:42 | RAM: 58.2GB | Proc: 1.0GB
01:38:48 | RAM: 58.2GB | Proc: 1.0GB
01:38:52 | RAM: 58.4GB | Proc: 1.0GB
01:38:58 | RAM: 58.4GB | Proc: 1.0GB
01:39:03 | RAM: 58.5GB | Proc: 1.0GB
01:39:09 | RAM: 58.4GB | Proc: 1.0GB
01:39:13 | RAM: 58.3GB | Proc: 1.0GB
01:39:19 | RAM: 58.4GB | Proc: 1.0GB
01:39:24 | RAM: 58.2GB | Proc: 1.0GB
01:39:30 | RAM: 58.3GB | Proc: 1.0GB
01:39:34 | RAM: 58.3GB | Proc: 1.0GB
01:39:40 | RAM: 58.2GB | Proc: 1.0GB
01:39:45 | RAM: 58.4GB | Proc: 1.0GB
01:39:51 | RAM: 58.3GB | Proc: 1.0GB
01:39:56 | RAM: 58.3GB | Proc: 1.0GB
01:40:02 | RAM: 58.4GB | Proc: 1.0GB
01:40:06 | RAM: 58.3GB | Proc: 1.0GB
01:40:12 | RAM: 58.3GB | Proc: 1.0GB
01:40:17 | RAM: 58.3GB | Proc: 1.0GB
01:40:23 | RAM: 58.3GB | Proc: 1.0GB
01:40:27 | RAM: 58.3GB | Proc: 1.0GB
01:40:33 | RAM: 58.3GB | Proc: 1.0GB
01:40:38 | RAM: 58.4GB | Proc: 1.0GB
01:40:44 | RAM: 58.3GB | Proc: 1.0GB
01:40:48 | RAM: 58.4GB | Proc: 1.0GB
01:40:54 | RAM: 58.4GB | Proc: 1.0GB
01:40:59 | RAM: 58.3GB | Proc: 1.0GB
01:41:05 | RAM: 58.3GB | Proc: 1.0GB
01:41:09 | RAM: 58.5GB | Proc: 1.0GB
01:41:15 | RAM: 58.4GB | Proc: 1.0GB
01:41:20 | RAM: 58.3GB | Proc: 1.0GB
01:41:26 | RAM: 58.5GB | Proc: 1.0GB
01:41:30 | RAM: 58.2GB | Proc: 1.0GB
01:41:36 | RAM: 58.2GB | Proc: 1.0GB
01:41:41 | RAM: 58.3GB | Proc: 1.0GB
01:41:47 | RAM: 58.3GB | Proc: 1.0GB
01:41:52 | RAM: 58.3GB | Proc: 1.0GB
01:41:58 | RAM: 58.3GB | Proc: 1.0GB
01:42:02 | RAM: 58.5GB | Proc: 1.0GB
01:42:08 | RAM: 58.3GB | Proc: 1.0GB
01:42:13 | RAM: 58.5GB | Proc: 1.0GB
01:42:19 | RAM: 58.5GB | Proc: 1.0GB
01:42:23 | RAM: 58.4GB | Proc: 1.0GB
01:42:29 | RAM: 58.5GB | Proc: 1.0GB
01:42:34 | RAM: 58.5GB | Proc: 1.0GB
01:42:40 | RAM: 58.2GB | Proc: 1.0GB
01:42:45 | RAM: 58.3GB | Proc: 1.0GB
01:42:51 | RAM: 58.4GB | Proc: 1.0GB
01:42:55 | RAM: 58.5GB | Proc: 1.0GB
01:43:01 | RAM: 58.4GB | Proc: 1.0GB
01:43:06 | RAM: 58.4GB | Proc: 1.0GB
01:43:12 | RAM: 58.5GB | Proc: 1.0GB
01:43:17 | RAM: 58.5GB | Proc: 1.0GB
01:43:22 | RAM: 58.5GB | Proc: 1.0GB
01:43:27 | RAM: 58.4GB | Proc: 1.0GB
01:43:33 | RAM: 58.5GB | Proc: 1.0GB
01:43:38 | RAM: 58.4GB | Proc: 1.0GB
01:43:43 | RAM: 58.4GB | Proc: 1.0GB
01:43:48 | RAM: 58.5GB | Proc: 1.0GB
01:43:54 | RAM: 58.4GB | Proc: 1.0GB
01:43:59 | RAM: 58.4GB | Proc: 1.0GB
01:44:05 | RAM: 58.5GB | Proc: 1.0GB
01:44:09 | RAM: 58.3GB | Proc: 1.0GB
01:44:15 | RAM: 58.4GB | Proc: 1.0GB
01:44:20 | RAM: 58.4GB | Proc: 1.0GB
01:44:26 | RAM: 58.4GB | Proc: 1.0GB
01:44:31 | RAM: 58.4GB | Proc: 1.0GB
01:44:36 | RAM: 58.4GB | Proc: 1.0GB
01:44:41 | RAM: 58.5GB | Proc: 1.0GB
01:44:47 | RAM: 58.2GB | Proc: 1.0GB
01:44:52 | RAM: 58.3GB | Proc: 1.0GB
01:44:58 | RAM: 58.4GB | Proc: 1.0GB
01:45:02 | RAM: 58.4GB | Proc: 1.0GB
01:45:08 | RAM: 58.3GB | Proc: 1.0GB
01:45:13 | RAM: 58.5GB | Proc: 1.0GB
01:45:19 | RAM: 58.4GB | Proc: 1.0GB
01:45:23 | RAM: 58.5GB | Proc: 1.0GB
01:45:30 | RAM: 58.6GB | Proc: 1.0GB
01:45:34 | RAM: 58.5GB | Proc: 1.0GB
01:45:40 | RAM: 58.5GB | Proc: 1.0GB
01:45:44 | RAM: 58.4GB | Proc: 1.0GB
01:45:51 | RAM: 58.6GB | Proc: 1.0GB
01:45:55 | RAM: 58.6GB | Proc: 1.0GB
01:46:01 | RAM: 58.6GB | Proc: 1.0GB
01:46:06 | RAM: 58.7GB | Proc: 1.0GB
01:46:12 | RAM: 58.5GB | Proc: 1.0GB
01:46:16 | RAM: 58.5GB | Proc: 1.0GB
01:46:23 | RAM: 58.5GB | Proc: 1.0GB
01:46:27 | RAM: 58.5GB | Proc: 1.0GB
01:46:33 | RAM: 58.5GB | Proc: 1.0GB
01:46:37 | RAM: 58.3GB | Proc: 1.0GB
01:46:44 | RAM: 58.4GB | Proc: 1.0GB
01:46:47 | RAM: 58.4GB | Proc: 1.0GB
01:46:54 | RAM: 58.4GB | Proc: 1.0GB
01:46:58 | RAM: 58.5GB | Proc: 1.0GB
01:47:05 | RAM: 58.5GB | Proc: 1.0GB
01:47:08 | RAM: 58.5GB | Proc: 1.0GB
01:47:16 | RAM: 58.6GB | Proc: 1.0GB
01:47:19 | RAM: 58.5GB | Proc: 1.0GB
01:47:27 | RAM: 58.4GB | Proc: 1.0GB
01:47:29 | RAM: 58.6GB | Proc: 1.0GB
01:47:37 | RAM: 58.5GB | Proc: 1.0GB
01:47:40 | RAM: 58.6GB | Proc: 1.0GB
01:47:48 | RAM: 58.7GB | Proc: 1.0GB
01:47:50 | RAM: 58.6GB | Proc: 1.0GB
01:47:58 | RAM: 58.5GB | Proc: 1.0GB
01:48:01 | RAM: 58.5GB | Proc: 1.0GB
01:48:09 | RAM: 58.6GB | Proc: 1.0GB
01:48:11 | RAM: 58.6GB | Proc: 1.0GB
01:48:19 | RAM: 58.5GB | Proc: 1.0GB
01:48:21 | RAM: 58.7GB | Proc: 1.0GB
01:48:30 | RAM: 58.5GB | Proc: 1.0GB
01:48:32 | RAM: 58.4GB | Proc: 1.0GB
01:48:40 | RAM: 58.5GB | Proc: 1.0GB
01:48:42 | RAM: 58.6GB | Proc: 1.0GB
01:48:51 | RAM: 58.6GB | Proc: 1.0GB
01:48:53 | RAM: 58.5GB | Proc: 1.0GB
01:49:01 | RAM: 58.5GB | Proc: 1.0GB
01:49:04 | RAM: 58.5GB | Proc: 1.0GB
01:49:12 | RAM: 58.6GB | Proc: 1.0GB
01:49:14 | RAM: 58.5GB | Proc: 1.0GB
01:49:22 | RAM: 58.5GB | Proc: 1.0GB
01:49:24 | RAM: 58.6GB | Proc: 1.0GB
01:49:33 | RAM: 58.5GB | Proc: 1.0GB
01:49:35 | RAM: 58.5GB | Proc: 1.0GB
01:49:43 | RAM: 58.5GB | Proc: 1.0GB
01:49:46 | RAM: 58.8GB | Proc: 1.0GB
01:49:53 | RAM: 58.5GB | Proc: 1.0GB
01:49:56 | RAM: 58.5GB | Proc: 1.0GB
01:50:04 | RAM: 58.6GB | Proc: 1.0GB
01:50:06 | RAM: 58.5GB | Proc: 1.0GB
01:50:15 | RAM: 58.6GB | Proc: 1.0GB
01:50:16 | RAM: 58.5GB | Proc: 1.0GB
01:50:25 | RAM: 58.6GB | Proc: 1.0GB
01:50:27 | RAM: 58.6GB | Proc: 1.0GB
01:50:36 | RAM: 58.7GB | Proc: 1.0GB
01:50:37 | RAM: 58.7GB | Proc: 1.0GB
01:50:46 | RAM: 58.6GB | Proc: 1.0GB
01:50:47 | RAM: 58.5GB | Proc: 1.0GB
01:50:57 | RAM: 58.6GB | Proc: 1.0GB
01:50:58 | RAM: 58.6GB | Proc: 1.0GB
01:51:07 | RAM: 58.6GB | Proc: 1.0GB
01:51:08 | RAM: 58.7GB | Proc: 1.0GB
01:51:17 | RAM: 58.6GB | Proc: 1.0GB
01:51:19 | RAM: 58.6GB | Proc: 1.0GB
01:51:27 | RAM: 58.6GB | Proc: 1.0GB
01:51:29 | RAM: 58.6GB | Proc: 1.0GB
01:51:38 | RAM: 58.5GB | Proc: 1.0GB
01:51:39 | RAM: 58.7GB | Proc: 1.0GB
01:51:48 | RAM: 58.6GB | Proc: 1.0GB
01:51:50 | RAM: 58.6GB | Proc: 1.0GB
01:51:59 | RAM: 58.6GB | Proc: 1.0GB
01:52:00 | RAM: 58.7GB | Proc: 1.0GB
01:52:09 | RAM: 58.5GB | Proc: 1.0GB
01:52:11 | RAM: 58.5GB | Proc: 1.0GB
01:52:19 | RAM: 58.5GB | Proc: 1.0GB
01:52:21 | RAM: 58.6GB | Proc: 1.0GB
01:52:30 | RAM: 58.6GB | Proc: 1.0GB
01:52:32 | RAM: 58.5GB | Proc: 1.0GB
01:52:40 | RAM: 58.5GB | Proc: 1.0GB
01:52:42 | RAM: 58.5GB | Proc: 1.0GB
01:52:50 | RAM: 58.4GB | Proc: 1.0GB
01:52:53 | RAM: 58.4GB | Proc: 1.0GB
01:53:01 | RAM: 58.5GB | Proc: 1.0GB
01:53:03 | RAM: 58.5GB | Proc: 1.0GB
01:53:11 | RAM: 58.5GB | Proc: 1.0GB
01:53:13 | RAM: 58.5GB | Proc: 1.0GB
01:53:22 | RAM: 58.4GB | Proc: 1.0GB
01:53:24 | RAM: 58.6GB | Proc: 1.0GB
01:53:32 | RAM: 58.6GB | Proc: 1.0GB
01:53:34 | RAM: 58.5GB | Proc: 1.0GB
01:53:42 | RAM: 58.5GB | Proc: 1.0GB
01:53:45 | RAM: 58.4GB | Proc: 1.0GB
01:53:53 | RAM: 58.5GB | Proc: 1.0GB
01:53:55 | RAM: 58.5GB | Proc: 1.0GB
01:54:03 | RAM: 58.6GB | Proc: 1.0GB
01:54:05 | RAM: 58.7GB | Proc: 1.0GB
01:54:14 | RAM: 58.5GB | Proc: 1.0GB
01:54:16 | RAM: 58.6GB | Proc: 1.0GB
01:54:24 | RAM: 58.7GB | Proc: 1.0GB
01:54:26 | RAM: 58.6GB | Proc: 1.0GB
01:54:34 | RAM: 58.6GB | Proc: 1.0GB
01:54:36 | RAM: 58.5GB | Proc: 1.0GB
01:54:45 | RAM: 58.5GB | Proc: 1.0GB
01:54:47 | RAM: 58.5GB | Proc: 1.0GB
01:54:55 | RAM: 58.6GB | Proc: 1.0GB
01:54:57 | RAM: 58.7GB | Proc: 1.0GB
01:55:06 | RAM: 58.5GB | Proc: 1.0GB
01:55:08 | RAM: 58.5GB | Proc: 1.0GB
