
--- INICIO PIPELINE MOSCAS 2026-03-30 17:42:26.066087 ---
23:52:37 | RAM: 58.5GB | Proc: 1.0GB
23:52:42 | RAM: 58.5GB | Proc: 1.0GB
23:52:48 | RAM: 58.4GB | Proc: 1.0GB
23:52:53 | RAM: 58.3GB | Proc: 1.0GB
23:52:58 | RAM: 58.3GB | Proc: 1.0GB
23:53:03 | RAM: 58.3GB | Proc: 1.0GB
23:53:09 | RAM: 58.4GB | Proc: 1.0GB
23:53:14 | RAM: 58.4GB | Proc: 1.0GB
23:53:20 | RAM: 58.2GB | Proc: 1.0GB
23:53:24 | RAM: 58.3GB | Proc: 1.0GB
23:53:30 | RAM: 58.3GB | Proc: 1.0GB
23:53:35 | RAM: 58.3GB | Proc: 1.0GB
23:53:41 | RAM: 58.3GB | Proc: 1.0GB
23:53:46 | RAM: 58.3GB | Proc: 1.0GB
23:53:52 | RAM: 58.3GB | Proc: 1.0GB
23:53:56 | RAM: 58.4GB | Proc: 1.0GB
23:54:02 | RAM: 58.3GB | Proc: 1.0GB
23:54:06 | RAM: 58.3GB | Proc: 1.0GB
23:54:13 | RAM: 58.2GB | Proc: 1.0GB
23:54:16 | RAM: 58.5GB | Proc: 1.0GB
23:54:23 | RAM: 58.3GB | Proc: 1.0GB
23:54:27 | RAM: 58.4GB | Proc: 1.0GB
23:54:34 | RAM: 58.4GB | Proc: 1.0GB
23:54:37 | RAM: 58.3GB | Proc: 1.0GB
23:54:44 | RAM: 58.2GB | Proc: 1.0GB
23:54:48 | RAM: 58.4GB | Proc: 1.0GB
23:54:55 | RAM: 58.2GB | Proc: 1.0GB
23:54:58 | RAM: 58.3GB | Proc: 1.0GB
23:55:05 | RAM: 58.4GB | Proc: 1.0GB
23:55:09 | RAM: 58.4GB | Proc: 1.0GB
23:55:16 | RAM: 58.3GB | Proc: 1.0GB
23:55:19 | RAM: 58.2GB | Proc: 1.0GB
23:55:27 | RAM: 58.3GB | Proc: 1.0GB
23:55:30 | RAM: 58.3GB | Proc: 1.0GB
23:55:37 | RAM: 58.3GB | Proc: 1.0GB
23:55:40 | RAM: 58.5GB | Proc: 1.0GB
23:55:48 | RAM: 58.3GB | Proc: 1.0GB
23:55:51 | RAM: 58.3GB | Proc: 1.0GB
23:55:59 | RAM: 58.4GB | Proc: 1.0GB
23:56:01 | RAM: 58.4GB | Proc: 1.0GB
23:56:09 | RAM: 58.4GB | Proc: 1.0GB
23:56:12 | RAM: 58.5GB | Proc: 1.0GB
23:56:20 | RAM: 58.3GB | Proc: 1.0GB
23:56:22 | RAM: 58.3GB | Proc: 1.0GB
23:56:31 | RAM: 58.5GB | Proc: 1.0GB
23:56:33 | RAM: 58.4GB | Proc: 1.0GB
23:56:42 | RAM: 58.3GB | Proc: 1.0GB
23:56:43 | RAM: 58.2GB | Proc: 1.0GB
23:56:52 | RAM: 58.3GB | Proc: 1.0GB
23:56:54 | RAM: 58.3GB | Proc: 1.0GB
23:57:03 | RAM: 58.4GB | Proc: 1.0GB
23:57:04 | RAM: 58.5GB | Proc: 1.0GB
23:57:13 | RAM: 58.3GB | Proc: 1.0GB
23:57:15 | RAM: 58.4GB | Proc: 1.0GB
23:57:24 | RAM: 58.4GB | Proc: 1.0GB
23:57:25 | RAM: 58.4GB | Proc: 1.0GB
23:57:35 | RAM: 58.3GB | Proc: 1.0GB
23:57:36 | RAM: 58.3GB | Proc: 1.0GB
23:57:46 | RAM: 58.5GB | Proc: 1.0GB
23:57:47 | RAM: 58.5GB | Proc: 1.0GB
23:57:56 | RAM: 58.6GB | Proc: 1.0GB
23:57:58 | RAM: 58.6GB | Proc: 1.0GB
23:58:06 | RAM: 58.3GB | Proc: 1.0GB
23:58:08 | RAM: 58.4GB | Proc: 1.0GB
23:58:17 | RAM: 58.4GB | Proc: 1.0GB
23:58:19 | RAM: 58.5GB | Proc: 1.0GB
23:58:28 | RAM: 58.3GB | Proc: 1.0GB
23:58:29 | RAM: 58.4GB | Proc: 1.0GB
23:58:38 | RAM: 58.3GB | Proc: 1.0GB
23:58:40 | RAM: 58.3GB | Proc: 1.0GB
23:58:49 | RAM: 58.3GB | Proc: 1.0GB
23:58:51 | RAM: 58.3GB | Proc: 1.0GB
23:58:59 | RAM: 58.3GB | Proc: 1.0GB
23:59:02 | RAM: 58.4GB | Proc: 1.0GB
23:59:10 | RAM: 58.4GB | Proc: 1.0GB
23:59:12 | RAM: 58.4GB | Proc: 1.0GB
23:59:20 | RAM: 58.5GB | Proc: 1.0GB
23:59:23 | RAM: 58.4GB | Proc: 1.0GB
23:59:31 | RAM: 58.4GB | Proc: 1.0GB
23:59:33 | RAM: 58.5GB | Proc: 1.0GB
23:59:41 | RAM: 58.5GB | Proc: 1.0GB
23:59:44 | RAM: 58.4GB | Proc: 1.0GB
23:59:52 | RAM: 58.3GB | Proc: 1.0GB
23:59:54 | RAM: 58.4GB | Proc: 1.0GB
00:00:03 | RAM: 58.4GB | Proc: 1.0GB
00:00:05 | RAM: 58.4GB | Proc: 1.0GB
00:00:13 | RAM: 58.4GB | Proc: 1.0GB
00:00:15 | RAM: 58.4GB | Proc: 1.0GB
00:00:24 | RAM: 58.3GB | Proc: 1.0GB
00:00:26 | RAM: 58.4GB | Proc: 1.0GB
00:00:35 | RAM: 58.2GB | Proc: 1.0GB
00:00:37 | RAM: 58.3GB | Proc: 1.0GB
00:00:45 | RAM: 58.4GB | Proc: 1.0GB
00:00:48 | RAM: 58.3GB | Proc: 1.0GB
00:00:56 | RAM: 58.4GB | Proc: 1.0GB
00:00:58 | RAM: 58.2GB | Proc: 1.0GB
00:01:07 | RAM: 58.3GB | Proc: 1.0GB
00:01:09 | RAM: 58.2GB | Proc: 1.0GB
00:01:17 | RAM: 58.4GB | Proc: 1.0GB
00:01:19 | RAM: 58.4GB | Proc: 1.0GB
00:01:28 | RAM: 58.3GB | Proc: 1.0GB
00:01:30 | RAM: 58.3GB | Proc: 1.0GB
00:01:39 | RAM: 58.4GB | Proc: 1.0GB
00:01:40 | RAM: 58.4GB | Proc: 1.0GB
00:01:49 | RAM: 58.4GB | Proc: 1.0GB
00:01:51 | RAM: 58.4GB | Proc: 1.0GB
00:02:00 | RAM: 58.3GB | Proc: 1.0GB
00:02:01 | RAM: 58.4GB | Proc: 1.0GB
00:02:10 | RAM: 58.3GB | Proc: 1.0GB
00:02:12 | RAM: 58.4GB | Proc: 1.0GB
00:02:21 | RAM: 58.3GB | Proc: 1.0GB
00:02:22 | RAM: 58.4GB | Proc: 1.0GB
00:02:32 | RAM: 58.3GB | Proc: 1.0GB
00:02:33 | RAM: 58.3GB | Proc: 1.0GB
00:02:43 | RAM: 58.4GB | Proc: 1.0GB
00:02:43 | RAM: 58.3GB | Proc: 1.0GB
00:02:53 | RAM: 58.4GB | Proc: 1.0GB
00:02:54 | RAM: 58.3GB | Proc: 1.0GB
00:03:04 | RAM: 58.4GB | Proc: 1.0GB
00:03:04 | RAM: 58.3GB | Proc: 1.0GB
00:03:14 | RAM: 58.5GB | Proc: 1.0GB
00:03:15 | RAM: 58.4GB | Proc: 1.0GB
00:03:25 | RAM: 58.4GB | Proc: 1.0GB
00:03:25 | RAM: 58.4GB | Proc: 1.0GB
00:03:36 | RAM: 58.3GB | Proc: 1.0GB
00:03:36 | RAM: 58.3GB | Proc: 1.0GB
00:03:46 | RAM: 58.4GB | Proc: 1.0GB
00:03:46 | RAM: 58.4GB | Proc: 1.0GB
00:03:57 | RAM: 58.3GB | Proc: 1.0GB
00:03:57 | RAM: 58.3GB | Proc: 1.0GB
00:04:08 | RAM: 58.3GB | Proc: 1.0GB
00:04:08 | RAM: 58.3GB | Proc: 1.0GB
00:04:18 | RAM: 58.2GB | Proc: 1.0GB
00:04:19 | RAM: 58.4GB | Proc: 1.0GB
00:04:29 | RAM: 58.3GB | Proc: 1.0GB
00:04:29 | RAM: 58.3GB | Proc: 1.0GB
00:04:39 | RAM: 58.4GB | Proc: 1.0GB
00:04:40 | RAM: 58.3GB | Proc: 1.0GB
00:04:50 | RAM: 58.4GB | Proc: 1.0GB
00:04:50 | RAM: 58.3GB | Proc: 1.0GB
00:05:00 | RAM: 58.3GB | Proc: 1.0GB
00:05:01 | RAM: 58.4GB | Proc: 1.0GB
00:05:11 | RAM: 58.3GB | Proc: 1.0GB
00:05:12 | RAM: 58.3GB | Proc: 1.0GB
00:05:21 | RAM: 58.4GB | Proc: 1.0GB
00:05:22 | RAM: 58.3GB | Proc: 1.0GB
00:05:32 | RAM: 58.4GB | Proc: 1.0GB
00:05:33 | RAM: 58.4GB | Proc: 1.0GB
00:05:42 | RAM: 58.3GB | Proc: 1.0GB
00:05:43 | RAM: 58.4GB | Proc: 1.0GB
00:05:53 | RAM: 58.4GB | Proc: 1.0GB
00:05:54 | RAM: 58.4GB | Proc: 1.0GB
00:06:04 | RAM: 58.3GB | Proc: 1.0GB
00:06:05 | RAM: 58.4GB | Proc: 1.0GB
00:06:14 | RAM: 58.3GB | Proc: 1.0GB
00:06:16 | RAM: 58.3GB | Proc: 1.0GB
00:06:25 | RAM: 58.4GB | Proc: 1.0GB
00:06:26 | RAM: 58.4GB | Proc: 1.0GB
00:06:35 | RAM: 58.3GB | Proc: 1.0GB
00:06:37 | RAM: 58.4GB | Proc: 1.0GB
00:06:46 | RAM: 58.4GB | Proc: 1.0GB
00:06:47 | RAM: 58.3GB | Proc: 1.0GB
00:06:56 | RAM: 58.4GB | Proc: 1.0GB
00:06:58 | RAM: 58.5GB | Proc: 1.0GB
00:07:07 | RAM: 58.3GB | Proc: 1.0GB
00:07:08 | RAM: 58.3GB | Proc: 1.0GB
00:07:17 | RAM: 58.4GB | Proc: 1.0GB
00:07:19 | RAM: 58.4GB | Proc: 1.0GB
00:07:28 | RAM: 58.4GB | Proc: 1.0GB
00:07:29 | RAM: 58.3GB | Proc: 1.0GB
00:07:38 | RAM: 58.4GB | Proc: 1.0GB
00:07:40 | RAM: 58.3GB | Proc: 1.0GB
00:07:49 | RAM: 58.4GB | Proc: 1.0GB
00:07:50 | RAM: 58.5GB | Proc: 1.0GB
00:07:59 | RAM: 58.3GB | Proc: 1.0GB
00:08:01 | RAM: 58.4GB | Proc: 1.0GB
00:08:10 | RAM: 58.4GB | Proc: 1.0GB
00:08:11 | RAM: 58.3GB | Proc: 1.0GB
00:08:20 | RAM: 58.2GB | Proc: 1.0GB
00:08:22 | RAM: 58.2GB | Proc: 1.0GB
00:08:31 | RAM: 58.3GB | Proc: 1.0GB
00:08:32 | RAM: 58.4GB | Proc: 1.0GB
00:08:42 | RAM: 58.3GB | Proc: 1.0GB
00:08:43 | RAM: 58.4GB | Proc: 1.0GB
00:08:52 | RAM: 58.3GB | Proc: 1.0GB
00:08:54 | RAM: 58.4GB | Proc: 1.0GB
00:09:03 | RAM: 58.5GB | Proc: 1.0GB
00:09:04 | RAM: 58.4GB | Proc: 1.0GB
00:09:14 | RAM: 58.4GB | Proc: 1.0GB
00:09:15 | RAM: 58.3GB | Proc: 1.0GB
00:09:25 | RAM: 58.3GB | Proc: 1.0GB
00:09:26 | RAM: 58.4GB | Proc: 1.0GB
00:09:35 | RAM: 58.4GB | Proc: 1.0GB
00:09:37 | RAM: 58.5GB | Proc: 1.0GB
00:09:46 | RAM: 58.3GB | Proc: 1.0GB
00:09:47 | RAM: 58.3GB | Proc: 1.0GB
00:09:56 | RAM: 58.4GB | Proc: 1.0GB
00:09:58 | RAM: 58.3GB | Proc: 1.0GB
00:10:07 | RAM: 58.4GB | Proc: 1.0GB
00:10:09 | RAM: 58.3GB | Proc: 1.0GB
00:10:18 | RAM: 58.4GB | Proc: 1.0GB
00:10:19 | RAM: 58.4GB | Proc: 1.0GB
00:10:28 | RAM: 58.5GB | Proc: 1.0GB
00:10:30 | RAM: 58.5GB | Proc: 1.0GB
00:10:39 | RAM: 58.5GB | Proc: 1.0GB
00:10:41 | RAM: 58.4GB | Proc: 1.0GB
00:10:49 | RAM: 58.5GB | Proc: 1.0GB
00:10:51 | RAM: 58.4GB | Proc: 1.0GB
00:11:00 | RAM: 58.5GB | Proc: 1.0GB
00:11:02 | RAM: 58.4GB | Proc: 1.0GB
00:11:10 | RAM: 58.4GB | Proc: 1.0GB
00:11:13 | RAM: 58.4GB | Proc: 1.0GB
00:11:21 | RAM: 58.5GB | Proc: 1.0GB
00:11:23 | RAM: 58.4GB | Proc: 1.0GB
00:11:32 | RAM: 58.4GB | Proc: 1.0GB
00:11:34 | RAM: 58.4GB | Proc: 1.0GB
00:11:42 | RAM: 58.3GB | Proc: 1.0GB
00:11:45 | RAM: 58.4GB | Proc: 1.0GB
00:11:53 | RAM: 58.4GB | Proc: 1.0GB
00:11:55 | RAM: 58.5GB | Proc: 1.0GB
00:12:03 | RAM: 58.4GB | Proc: 1.0GB
00:12:06 | RAM: 58.4GB | Proc: 1.0GB
00:12:14 | RAM: 58.4GB | Proc: 1.0GB
00:12:16 | RAM: 58.3GB | Proc: 1.0GB
00:12:24 | RAM: 58.5GB | Proc: 1.0GB
00:12:27 | RAM: 58.3GB | Proc: 1.0GB
00:12:35 | RAM: 58.4GB | Proc: 1.0GB
00:12:37 | RAM: 58.4GB | Proc: 1.0GB
00:12:45 | RAM: 58.5GB | Proc: 1.0GB
00:12:48 | RAM: 58.6GB | Proc: 1.0GB
00:12:56 | RAM: 58.4GB | Proc: 1.0GB
00:12:59 | RAM: 58.5GB | Proc: 1.0GB
00:13:07 | RAM: 58.3GB | Proc: 1.0GB
00:13:09 | RAM: 58.4GB | Proc: 1.0GB
00:13:18 | RAM: 58.3GB | Proc: 1.0GB
00:13:20 | RAM: 58.5GB | Proc: 1.0GB
00:13:28 | RAM: 58.2GB | Proc: 1.0GB
00:13:30 | RAM: 58.2GB | Proc: 1.0GB
00:13:39 | RAM: 58.4GB | Proc: 1.0GB
00:13:41 | RAM: 58.3GB | Proc: 1.0GB
00:13:50 | RAM: 58.3GB | Proc: 1.0GB
00:13:52 | RAM: 58.3GB | Proc: 1.0GB
00:14:00 | RAM: 58.3GB | Proc: 1.0GB
00:14:02 | RAM: 58.3GB | Proc: 1.0GB
00:14:11 | RAM: 58.3GB | Proc: 1.0GB
00:14:13 | RAM: 58.4GB | Proc: 1.0GB
00:14:21 | RAM: 58.3GB | Proc: 1.0GB
00:14:23 | RAM: 58.3GB | Proc: 1.0GB
00:14:32 | RAM: 58.3GB | Proc: 1.0GB
00:14:34 | RAM: 58.4GB | Proc: 1.0GB
00:14:43 | RAM: 58.2GB | Proc: 1.0GB
00:14:45 | RAM: 58.3GB | Proc: 1.0GB
00:14:53 | RAM: 58.4GB | Proc: 1.0GB
00:14:56 | RAM: 58.3GB | Proc: 1.0GB
00:15:04 | RAM: 58.5GB | Proc: 1.0GB
00:15:06 | RAM: 58.4GB | Proc: 1.0GB
00:15:15 | RAM: 58.3GB | Proc: 1.0GB
00:15:17 | RAM: 58.3GB | Proc: 1.0GB
00:15:25 | RAM: 58.4GB | Proc: 1.0GB
00:15:28 | RAM: 58.4GB | Proc: 1.0GB
00:15:36 | RAM: 58.4GB | Proc: 1.0GB
00:15:38 | RAM: 58.4GB | Proc: 1.0GB
00:15:47 | RAM: 58.3GB | Proc: 1.0GB
00:15:49 | RAM: 58.4GB | Proc: 1.0GB
00:15:57 | RAM: 58.3GB | Proc: 1.0GB
00:16:00 | RAM: 58.3GB | Proc: 1.0GB
00:16:08 | RAM: 58.4GB | Proc: 1.0GB
00:16:11 | RAM: 58.4GB | Proc: 1.0GB
00:16:18 | RAM: 58.4GB | Proc: 1.0GB
00:16:21 | RAM: 58.3GB | Proc: 1.0GB
00:16:29 | RAM: 58.3GB | Proc: 1.0GB
00:16:32 | RAM: 58.4GB | Proc: 1.0GB
00:16:39 | RAM: 58.3GB | Proc: 1.0GB
00:16:42 | RAM: 58.3GB | Proc: 1.0GB
00:16:50 | RAM: 58.5GB | Proc: 1.0GB
00:16:53 | RAM: 58.3GB | Proc: 1.0GB
00:17:01 | RAM: 58.5GB | Proc: 1.0GB
00:17:04 | RAM: 58.4GB | Proc: 1.0GB
00:17:11 | RAM: 58.4GB | Proc: 1.0GB
00:17:14 | RAM: 58.4GB | Proc: 1.0GB
00:17:22 | RAM: 58.5GB | Proc: 1.0GB
00:17:25 | RAM: 58.3GB | Proc: 1.0GB
00:17:33 | RAM: 58.4GB | Proc: 1.0GB
00:17:35 | RAM: 58.3GB | Proc: 1.0GB
00:17:44 | RAM: 58.3GB | Proc: 1.0GB
00:17:46 | RAM: 58.3GB | Proc: 1.0GB
00:17:54 | RAM: 58.3GB | Proc: 1.0GB
00:17:56 | RAM: 58.4GB | Proc: 1.0GB
00:18:05 | RAM: 58.3GB | Proc: 1.0GB
00:18:07 | RAM: 58.3GB | Proc: 1.0GB
00:18:15 | RAM: 58.3GB | Proc: 1.0GB
00:18:18 | RAM: 58.3GB | Proc: 1.0GB
00:18:26 | RAM: 58.2GB | Proc: 1.0GB
00:18:28 | RAM: 58.4GB | Proc: 1.0GB
00:18:36 | RAM: 58.2GB | Proc: 1.0GB
00:18:39 | RAM: 58.3GB | Proc: 1.0GB
00:18:47 | RAM: 58.4GB | Proc: 1.0GB
00:18:49 | RAM: 58.3GB | Proc: 1.0GB
00:18:58 | RAM: 58.3GB | Proc: 1.0GB
00:19:00 | RAM: 58.3GB | Proc: 1.0GB
00:19:08 | RAM: 58.3GB | Proc: 1.0GB
00:19:10 | RAM: 58.3GB | Proc: 1.0GB
00:19:19 | RAM: 58.4GB | Proc: 1.0GB
00:19:21 | RAM: 58.5GB | Proc: 1.0GB
00:19:30 | RAM: 58.3GB | Proc: 1.0GB
00:19:31 | RAM: 58.3GB | Proc: 1.0GB
00:19:40 | RAM: 58.4GB | Proc: 1.0GB
00:19:42 | RAM: 58.3GB | Proc: 1.0GB
00:19:51 | RAM: 58.4GB | Proc: 1.0GB
00:19:53 | RAM: 58.3GB | Proc: 1.0GB
00:20:01 | RAM: 58.3GB | Proc: 1.0GB
00:20:03 | RAM: 58.3GB | Proc: 1.0GB
00:20:12 | RAM: 58.5GB | Proc: 1.0GB
00:20:14 | RAM: 58.3GB | Proc: 1.0GB
00:20:22 | RAM: 58.3GB | Proc: 1.0GB
00:20:24 | RAM: 58.3GB | Proc: 1.0GB
00:20:33 | RAM: 58.3GB | Proc: 1.0GB
00:20:35 | RAM: 58.3GB | Proc: 1.0GB
00:20:43 | RAM: 58.3GB | Proc: 1.0GB
00:20:46 | RAM: 58.4GB | Proc: 1.0GB
00:20:53 | RAM: 58.3GB | Proc: 1.0GB
00:20:56 | RAM: 58.3GB | Proc: 1.0GB
00:21:04 | RAM: 58.4GB | Proc: 1.0GB
00:21:07 | RAM: 58.3GB | Proc: 1.0GB
00:21:15 | RAM: 58.4GB | Proc: 1.0GB
00:21:17 | RAM: 58.4GB | Proc: 1.0GB
00:21:26 | RAM: 58.1GB | Proc: 1.0GB
00:21:28 | RAM: 58.1GB | Proc: 1.0GB
00:21:36 | RAM: 58.3GB | Proc: 1.0GB
00:21:39 | RAM: 58.2GB | Proc: 1.0GB
00:21:47 | RAM: 58.2GB | Proc: 1.0GB
00:21:49 | RAM: 58.4GB | Proc: 1.0GB
00:21:58 | RAM: 58.3GB | Proc: 1.0GB
00:22:00 | RAM: 58.3GB | Proc: 1.0GB
00:22:08 | RAM: 58.3GB | Proc: 1.0GB
00:22:10 | RAM: 58.2GB | Proc: 1.0GB
00:22:19 | RAM: 58.1GB | Proc: 1.0GB
00:22:21 | RAM: 58.1GB | Proc: 1.0GB
00:22:29 | RAM: 58.4GB | Proc: 1.0GB
00:22:32 | RAM: 58.3GB | Proc: 1.0GB
00:22:40 | RAM: 58.3GB | Proc: 1.0GB
00:22:42 | RAM: 58.3GB | Proc: 1.0GB
00:22:50 | RAM: 58.3GB | Proc: 1.0GB
00:22:53 | RAM: 58.3GB | Proc: 1.0GB
00:23:01 | RAM: 58.2GB | Proc: 1.0GB
00:23:03 | RAM: 58.4GB | Proc: 1.0GB
00:23:12 | RAM: 58.3GB | Proc: 1.0GB
00:23:14 | RAM: 58.3GB | Proc: 1.0GB
00:23:22 | RAM: 58.2GB | Proc: 1.0GB
00:23:25 | RAM: 58.2GB | Proc: 1.0GB
00:23:33 | RAM: 58.2GB | Proc: 1.0GB
00:23:35 | RAM: 58.3GB | Proc: 1.0GB
00:23:44 | RAM: 58.3GB | Proc: 1.0GB
00:23:46 | RAM: 58.3GB | Proc: 1.0GB
00:23:54 | RAM: 58.3GB | Proc: 1.0GB
00:23:56 | RAM: 58.3GB | Proc: 1.0GB
00:24:05 | RAM: 58.4GB | Proc: 1.0GB
00:24:07 | RAM: 58.3GB | Proc: 1.0GB
00:24:16 | RAM: 58.3GB | Proc: 1.0GB
00:24:18 | RAM: 58.2GB | Proc: 1.0GB
00:24:27 | RAM: 58.5GB | Proc: 1.0GB
00:24:29 | RAM: 58.5GB | Proc: 1.0GB
00:24:37 | RAM: 58.3GB | Proc: 1.0GB
00:24:39 | RAM: 58.4GB | Proc: 1.0GB
00:24:48 | RAM: 58.4GB | Proc: 1.0GB
00:24:50 | RAM: 58.4GB | Proc: 1.0GB
00:24:59 | RAM: 58.3GB | Proc: 1.0GB
00:25:00 | RAM: 58.4GB | Proc: 1.0GB
00:25:10 | RAM: 58.4GB | Proc: 1.0GB
00:25:11 | RAM: 58.4GB | Proc: 1.0GB
00:25:20 | RAM: 58.4GB | Proc: 1.0GB
00:25:22 | RAM: 58.4GB | Proc: 1.0GB
00:25:31 | RAM: 58.4GB | Proc: 1.0GB
00:25:32 | RAM: 58.3GB | Proc: 1.0GB
00:25:41 | RAM: 58.4GB | Proc: 1.0GB
00:25:43 | RAM: 58.3GB | Proc: 1.0GB
00:25:52 | RAM: 58.4GB | Proc: 1.0GB
00:25:53 | RAM: 58.4GB | Proc: 1.0GB
00:26:02 | RAM: 58.4GB | Proc: 1.0GB
00:26:04 | RAM: 58.4GB | Proc: 1.0GB
00:26:13 | RAM: 58.4GB | Proc: 1.0GB
00:26:14 | RAM: 58.3GB | Proc: 1.0GB
00:26:23 | RAM: 58.4GB | Proc: 1.0GB
00:26:25 | RAM: 58.5GB | Proc: 1.0GB
00:26:33 | RAM: 58.2GB | Proc: 1.0GB
00:26:36 | RAM: 58.2GB | Proc: 1.0GB
00:26:44 | RAM: 58.3GB | Proc: 1.0GB
00:26:46 | RAM: 58.3GB | Proc: 1.0GB
00:26:54 | RAM: 58.3GB | Proc: 1.0GB
00:26:57 | RAM: 58.2GB | Proc: 1.0GB
00:27:05 | RAM: 58.3GB | Proc: 1.0GB
00:27:07 | RAM: 58.4GB | Proc: 1.0GB
00:27:16 | RAM: 58.3GB | Proc: 1.0GB
00:27:17 | RAM: 58.4GB | Proc: 1.0GB
00:27:26 | RAM: 58.2GB | Proc: 1.0GB
00:27:28 | RAM: 58.2GB | Proc: 1.0GB
00:27:37 | RAM: 58.3GB | Proc: 1.0GB
00:27:38 | RAM: 58.4GB | Proc: 1.0GB
00:27:48 | RAM: 58.3GB | Proc: 1.0GB
00:27:49 | RAM: 58.3GB | Proc: 1.0GB
00:27:58 | RAM: 58.4GB | Proc: 1.0GB
00:28:00 | RAM: 58.3GB | Proc: 1.0GB
00:28:09 | RAM: 58.5GB | Proc: 1.0GB
00:28:11 | RAM: 58.4GB | Proc: 1.0GB
00:28:19 | RAM: 58.5GB | Proc: 1.0GB
00:28:21 | RAM: 58.3GB | Proc: 1.0GB
00:28:30 | RAM: 58.3GB | Proc: 1.0GB
00:28:32 | RAM: 58.4GB | Proc: 1.0GB
00:28:40 | RAM: 58.3GB | Proc: 1.0GB
00:28:43 | RAM: 58.4GB | Proc: 1.0GB
00:28:51 | RAM: 58.4GB | Proc: 1.0GB
00:28:53 | RAM: 58.3GB | Proc: 1.0GB
00:29:01 | RAM: 58.5GB | Proc: 1.0GB
00:29:04 | RAM: 58.4GB | Proc: 1.0GB
00:29:12 | RAM: 58.3GB | Proc: 1.0GB
00:29:14 | RAM: 58.5GB | Proc: 1.0GB
00:29:23 | RAM: 58.4GB | Proc: 1.0GB
00:29:25 | RAM: 58.4GB | Proc: 1.0GB
00:29:34 | RAM: 58.3GB | Proc: 1.0GB
00:29:36 | RAM: 58.5GB | Proc: 1.0GB
00:29:44 | RAM: 58.3GB | Proc: 1.0GB
00:29:46 | RAM: 58.4GB | Proc: 1.0GB
00:29:55 | RAM: 58.5GB | Proc: 1.0GB
00:29:57 | RAM: 58.4GB | Proc: 1.0GB
00:30:06 | RAM: 58.4GB | Proc: 1.0GB
00:30:07 | RAM: 58.3GB | Proc: 1.0GB
00:30:17 | RAM: 58.4GB | Proc: 1.0GB
00:30:18 | RAM: 58.1GB | Proc: 1.0GB
00:30:28 | RAM: 58.2GB | Proc: 1.0GB
00:30:28 | RAM: 58.4GB | Proc: 1.0GB
00:30:38 | RAM: 58.4GB | Proc: 1.0GB
00:30:39 | RAM: 58.3GB | Proc: 1.0GB
00:30:48 | RAM: 58.5GB | Proc: 1.0GB
00:30:49 | RAM: 58.3GB | Proc: 1.0GB
00:30:59 | RAM: 58.4GB | Proc: 1.0GB
00:31:00 | RAM: 58.3GB | Proc: 1.0GB
00:31:09 | RAM: 58.3GB | Proc: 1.0GB
00:31:11 | RAM: 58.3GB | Proc: 1.0GB
00:31:20 | RAM: 58.4GB | Proc: 1.0GB
00:31:21 | RAM: 58.5GB | Proc: 1.0GB
00:31:31 | RAM: 58.2GB | Proc: 1.0GB
00:31:32 | RAM: 58.2GB | Proc: 1.0GB
00:31:41 | RAM: 58.3GB | Proc: 1.0GB
00:31:42 | RAM: 58.3GB | Proc: 1.0GB
00:31:52 | RAM: 58.3GB | Proc: 1.0GB
00:31:53 | RAM: 58.4GB | Proc: 1.0GB
00:32:03 | RAM: 58.4GB | Proc: 1.0GB
00:32:03 | RAM: 58.4GB | Proc: 1.0GB
00:32:13 | RAM: 58.4GB | Proc: 1.0GB
00:32:13 | RAM: 58.4GB | Proc: 1.0GB
00:32:24 | RAM: 58.4GB | Proc: 1.0GB
00:32:24 | RAM: 58.4GB | Proc: 1.0GB
00:32:34 | RAM: 58.2GB | Proc: 1.0GB
00:32:35 | RAM: 58.2GB | Proc: 1.0GB
00:32:45 | RAM: 58.2GB | Proc: 1.0GB
00:32:46 | RAM: 58.3GB | Proc: 1.0GB
00:32:55 | RAM: 58.3GB | Proc: 1.0GB
00:32:56 | RAM: 58.3GB | Proc: 1.0GB
00:33:06 | RAM: 58.3GB | Proc: 1.0GB
00:33:06 | RAM: 58.3GB | Proc: 1.0GB
00:33:17 | RAM: 58.4GB | Proc: 1.0GB
00:33:17 | RAM: 58.5GB | Proc: 1.0GB
00:33:27 | RAM: 58.3GB | Proc: 1.0GB
00:33:28 | RAM: 58.3GB | Proc: 1.0GB
00:33:38 | RAM: 58.4GB | Proc: 1.0GB
00:33:39 | RAM: 58.4GB | Proc: 1.0GB
00:33:49 | RAM: 58.3GB | Proc: 1.0GB
00:33:49 | RAM: 58.4GB | Proc: 1.0GB
00:33:59 | RAM: 58.5GB | Proc: 1.0GB
00:34:00 | RAM: 58.5GB | Proc: 1.0GB
00:34:10 | RAM: 58.5GB | Proc: 1.0GB
00:34:10 | RAM: 58.5GB | Proc: 1.0GB
00:34:20 | RAM: 58.4GB | Proc: 1.0GB
00:34:21 | RAM: 58.5GB | Proc: 1.0GB
00:34:31 | RAM: 58.6GB | Proc: 1.0GB
00:34:32 | RAM: 58.6GB | Proc: 1.0GB
00:34:42 | RAM: 58.5GB | Proc: 1.0GB
00:34:42 | RAM: 58.4GB | Proc: 1.0GB
00:34:52 | RAM: 58.5GB | Proc: 1.0GB
00:34:52 | RAM: 58.5GB | Proc: 1.0GB
00:35:03 | RAM: 58.4GB | Proc: 1.0GB
